Province,District,Year,Poverty Rate (%),Access to improved drinking water (% of population),Access to piped water (% of population),Access to improved toilet facilities (% of population),Open defecation (% of population),Access to electricity (% of population),Households' mobile phone ownership (% of population),"Accessibility, health (% of population within 15 minutes to clinic/hospital)","Accessibility, transportation (% of population within 15 minutes to public transportation)",Household size,Household dependency ratio,"Occupancy, present occupancy status-owner (% of population)","Occupancy, present occupancy status-rented (% of population)","Occupancy, present occupancy status-other (% of population)",Improved roof material (% of population),Improved wall material (% of population),Improved roof and wall material (% of population),Household members per room,Overcrowding (% of population),"Labor force participation rate (% of working age population, 15-64 years old)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment services (% of total employment),Wage and salaried employment (% of total employment),"Self-employment, non-agriculture (% of total employment)","Self-employment, agriculture (% of total employment)",Unpaid employment (% of total employment),Child labor (% of children aged 10-17),"Net school enrollment, primary school, 6-10 years old (% net)","Net school enrollment, middle school, 11-13 years old (% net)","Youth literacy, 15-24 years old (% of population aged 15-24)","Adult literacy, 25 or more years old (% of population aged 25 or more)","Primary completion rate, 14-17 years old (% of population aged 14-17)","Youth literacy gender parity index, 15-24 years old","Adult literacy gender parity index, 25 or more years old","Primary completion gender parity index, 14-17 years old","Net enrolment rate in primary gender parity index, 6-10 years old","Net enrolment rate in middle school gender parity index, 11-13 years old",Urban share of population (% of population)
Punjab,Lodhran,2008,46.0,96.26,21.99,33.33,35.3,91.16,56.87,26.64,66.92,6.14,0.4,90.37,1.23,8.41,17.52,62.75,15.93,3.57,46.29,56.8,46.95,20.19,32.86,45.11,17.55,17.28,20.06,29.48,62.79,27.45,57.46,34.3,52.07,0.61,0.31,0.66,0.95,0.68,16.48
Punjab,Lodhran,2010,39.0,90.38,20.42,38.79,27.26,91.04,81.79,20.08,56.85,6.11,0.42,93.05,1.98,2.09,16.37,67.68,14.37,3.45,45.55,64.2,62.66,10.99,26.35,33.5,14.79,20.76,30.95,34.66,59.45,21.11,59.25,32.9,56.57,0.68,0.32,0.88,0.97,0.77,13.53
Punjab,Lodhran,2012,35.0,99.11,16.15,35.63,27.35,90.93,89.75,38.31,65.43,6.05,0.44,92.15,1.5,1.5,79.26,76.71,69.59,3.62,49.92,61.94,53.44,16.93,29.64,38.04,19.6,22.05,20.31,28.08,62.14,32.01,63.27,39.7,63.13,0.64,0.45,0.7,0.95,0.89,15.97
Punjab,Lodhran,2014,31.0,98.77,21.73,37.05,25.47,92.52,89.89,49.66,69.66,6.08,0.42,91.52,1.57,1.57,85.24,86.23,79.55,3.49,46.49,64.11,57.27,15.88,26.85,37.41,15.69,20.11,26.47,31.73,59.81,32.82,67.17,39.02,60.18,0.76,0.4,0.84,0.85,0.9,15.06
Punjab,Mandi Bahauddin,2004,48.0,99.85,5.29,49.31,46.97,98.0,6.49,49.26,85.58,6.14,0.43,94.09,2.41,3.51,28.05,98.01,28.05,3.44,44.82,44.39,40.9,19.45,39.64,31.77,24.89,19.09,24.26,16.92,75.04,28.41,74.47,39.73,69.99,0.82,0.42,0.89,0.95,1.4,15.1
Punjab,Mandi Bahauddin,2006,39.0,100.0,12.52,39.52,35.92,99.52,45.99,47.92,91.48,6.05,0.42,95.3,0.72,3.98,35.14,98.85,35.08,3.19,37.33,41.05,36.45,16.11,47.43,36.2,25.88,21.74,16.19,15.14,78.4,35.47,80.44,45.31,73.08,0.98,0.61,0.98,1.02,0.8,15.92
Punjab,Mandi Bahauddin,2008,29.0,99.7,5.23,61.26,32.15,99.03,85.43,80.42,84.3,6.09,0.39,97.35,1.37,1.29,30.9,99.56,30.81,3.14,37.48,37.95,35.46,22.47,42.07,37.5,24.71,24.68,13.1,11.99,83.91,38.37,88.19,46.6,80.33,0.96,0.58,1.0,0.98,0.84,17.16
Punjab,Mandi Bahauddin,2010,26.0,98.87,7.75,62.6,21.15,96.02,93.37,44.73,78.54,5.72,0.41,94.6,1.55,1.7,22.68,98.25,22.51,3.11,37.1,42.54,43.61,19.66,36.73,34.39,21.83,25.24,18.54,11.05,83.49,42.12,86.42,47.82,79.44,0.93,0.61,1.0,1.01,1.01,15.3
Punjab,Mandi Bahauddin,2012,16.0,98.5,6.46,82.77,15.87,99.9,97.58,61.7,96.36,5.76,0.39,93.21,3.56,3.8,57.29,99.93,57.29,3.11,34.03,38.17,34.59,26.27,39.14,38.36,27.33,21.2,13.1,10.17,87.51,50.28,89.42,51.79,85.55,0.95,0.67,0.98,0.98,1.06,15.06
Punjab,Mandi Bahauddin,2014,23.0,97.94,4.87,79.55,15.38,99.76,98.58,61.54,77.96,6.05,0.4,89.57,1.65,1.65,52.77,96.44,52.49,3.25,42.04,40.73,31.55,32.77,35.68,43.28,24.57,18.19,13.67,13.56,81.12,48.47,83.3,50.22,80.37,1.0,0.65,1.14,1.05,0.91,18.75
Punjab,Mianwali,2004,44.0,83.9,37.5,47.86,30.94,83.61,1.9,39.7,70.94,6.13,0.39,96.9,1.34,1.76,62.95,85.75,60.34,2.71,24.66,41.17,31.02,17.2,51.78,49.74,19.27,21.9,9.1,18.32,68.35,35.05,64.52,38.7,61.85,0.44,0.23,0.47,0.81,0.69,23.09
Punjab,Mianwali,2006,38.0,84.25,24.37,51.48,25.87,92.1,49.75,41.16,67.38,5.87,0.41,95.35,0.97,3.68,33.87,76.27,33.58,2.72,28.55,42.48,23.27,10.8,65.93,51.24,24.63,14.28,9.85,9.78,70.6,34.54,72.88,44.82,75.45,0.65,0.29,0.68,0.75,0.65,21.65
Punjab,Mianwali,2008,41.0,96.28,46.53,65.54,28.71,98.17,68.81,60.48,77.9,6.36,0.4,92.28,2.28,5.44,19.67,89.73,17.9,3.15,35.04,40.08,37.97,13.91,48.11,39.93,19.4,18.19,22.49,19.98,66.63,33.51,70.35,42.67,66.58,0.64,0.31,0.72,0.77,0.79,19.14
Punjab,Mianwali,2010,33.0,90.6,22.59,64.43,26.81,93.94,86.28,59.76,71.14,6.11,0.4,91.48,1.11,1.11,1.88,86.06,1.88,3.42,40.8,46.77,49.08,18.48,32.44,36.22,16.11,20.26,27.41,20.71,79.42,37.9,77.6,44.05,75.65,0.77,0.32,0.79,0.89,0.65,21.03
Punjab,Mianwali,2012,30.0,92.88,26.45,69.07,25.88,91.43,91.93,24.55,40.5,6.09,0.41,94.03,1.57,2.17,73.24,89.1,70.15,3.61,48.29,45.06,44.74,20.26,35.0,35.41,21.86,14.64,28.09,14.46,72.49,43.31,74.49,46.5,72.98,0.79,0.45,0.76,0.82,0.72,23.03
Punjab,Mianwali,2014,22.0,90.94,15.49,51.57,16.88,89.27,81.7,30.94,73.34,6.03,0.4,92.16,3.31,3.43,71.34,89.53,69.86,2.98,37.25,43.07,41.67,21.56,36.78,36.4,21.59,23.57,18.11,11.74,70.44,42.68,72.98,42.36,74.2,0.67,0.32,0.68,0.83,0.75,20.55
Punjab,Multan,2004,57.0,98.7,12.83,38.75,36.63,83.34,5.24,42.94,65.96,6.73,0.45,87.72,5.95,6.34,41.35,69.13,39.25,4.25,61.25,53.28,27.77,26.59,45.64,46.32,25.79,10.68,17.21,32.84,56.52,21.5,59.23,35.9,53.8,0.72,0.45,0.82,0.9,0.7,35.92
Punjab,Multan,2006,51.0,99.07,8.47,43.69,29.93,87.1,36.71,32.79,67.18,6.35,0.42,88.71,6.53,4.77,39.49,73.23,38.09,3.9,56.78,55.39,30.37,23.55,46.07,48.98,25.83,10.05,15.14,33.45,60.92,25.8,64.97,42.44,60.19,0.8,0.52,0.94,0.91,0.96,39.34
Punjab,Multan,2008,42.0,98.2,13.39,40.47,28.51,93.18,60.03,41.31,69.82,6.4,0.4,87.93,6.38,5.69,50.88,71.6,47.0,3.84,53.27,54.88,32.54,23.83,43.62,47.98,23.06,9.72,19.25,32.7,66.39,29.27,67.73,44.12,62.1,0.83,0.5,0.87,0.91,0.72,38.48
Punjab,Multan,2010,37.0,97.31,10.66,47.17,20.73,93.43,81.2,45.09,65.7,6.13,0.4,87.99,6.07,6.52,24.25,75.14,23.28,3.99,55.54,52.68,31.27,21.14,47.59,53.24,19.37,12.05,15.34,25.97,66.5,30.09,71.12,46.69,62.77,0.82,0.57,1.02,0.9,0.95,38.21
Punjab,Multan,2012,33.0,98.66,12.45,47.52,17.22,95.24,87.8,51.73,70.84,5.98,0.4,89.04,5.61,6.55,68.05,79.72,64.65,4.06,55.73,51.78,28.94,32.36,38.7,54.95,21.28,12.63,11.14,23.92,68.86,32.87,71.52,48.9,66.22,0.91,0.57,0.88,0.91,0.98,41.88
Punjab,Multan,2014,27.0,99.07,9.71,49.95,13.91,96.54,93.04,56.58,81.31,6.12,0.38,87.77,7.15,7.6,79.77,88.24,76.66,3.7,51.86,54.88,31.8,28.2,40.0,51.94,18.03,11.59,17.74,27.59,66.81,31.49,73.03,49.07,63.29,0.9,0.59,1.03,0.94,0.89,38.8
Punjab,Muzaffargarh,2004,68.0,99.49,7.11,20.17,67.69,60.63,2.74,11.81,43.37,7.31,0.49,95.63,1.14,3.23,16.95,51.1,13.8,4.58,67.28,59.51,50.44,18.6,30.96,40.7,17.75,19.1,22.45,42.24,45.66,18.43,44.55,25.87,38.95,0.47,0.21,0.49,0.71,0.62,14.33
Punjab,Muzaffargarh,2006,66.0,99.71,6.69,25.77,64.7,71.25,29.76,16.28,29.83,6.8,0.48,93.3,3.2,3.5,14.49,47.31,11.31,4.35,65.16,63.9,54.73,19.91,25.36,37.76,15.67,16.78,29.79,44.83,57.4,22.87,52.1,24.86,47.91,0.56,0.31,0.71,0.87,0.38,13.73
Punjab,Muzaffargarh,2008,59.0,99.8,6.56,26.23,50.33,88.3,52.85,16.1,39.34,7.08,0.47,94.39,1.55,4.06,11.97,52.9,11.04,4.5,66.12,59.75,45.69,23.77,30.54,39.55,17.83,15.74,26.88,42.03,51.68,26.01,51.81,31.71,48.27,0.58,0.31,0.78,0.66,0.62,13.7
Punjab,Muzaffargarh,2010,50.0,98.38,1.11,24.06,44.45,84.9,65.54,20.02,41.2,6.26,0.46,91.34,1.7,1.7,1.97,53.47,1.97,4.42,62.55,63.6,53.97,20.58,25.44,40.2,13.57,19.34,26.89,33.32,55.28,19.63,52.98,30.27,52.82,0.58,0.34,0.69,0.76,0.92,14.21
Punjab,Muzaffargarh,2012,42.0,99.15,3.24,24.06,31.01,87.2,84.7,26.98,46.43,6.03,0.45,92.32,1.88,1.94,57.68,58.63,46.1,4.19,61.51,61.75,49.64,23.44,26.92,41.68,19.46,19.51,19.35,31.36,61.2,25.28,61.83,35.35,59.06,0.72,0.37,0.82,0.84,0.8,15.91
Punjab,Muzaffargarh,2014,38.0,99.77,1.13,22.73,29.9,90.45,86.73,32.44,56.32,6.3,0.45,90.35,2.47,3.51,71.22,74.87,66.01,4.21,63.19,58.08,50.72,21.05,28.23,40.86,14.55,17.9,26.4,27.78,60.73,21.75,56.69,31.46,56.13,0.68,0.34,0.77,0.73,0.59,11.99
Punjab,Nankana Sahib,2004,52.0,99.96,23.42,56.94,22.02,96.79,7.9,37.6,71.93,6.64,0.43,87.88,4.9,7.23,34.79,88.56,34.49,4.04,56.03,48.58,29.36,26.2,44.44,41.99,24.74,14.05,19.23,28.65,67.34,28.49,71.73,42.6,65.9,0.88,0.53,0.88,0.95,0.79,29.13
Punjab,Nankana Sahib,2006,47.0,99.46,19.5,51.62,19.99,96.79,51.87,41.77,65.79,6.37,0.43,88.66,4.58,6.76,54.27,89.63,52.54,3.7,50.22,47.66,25.52,31.03,43.45,48.25,22.57,14.7,14.48,24.78,72.89,31.47,75.14,42.97,67.0,0.85,0.52,0.93,0.89,0.91,30.22
Punjab,Nankana Sahib,2008,40.0,99.61,15.64,53.13,18.21,98.81,70.59,31.54,75.24,5.93,0.42,92.94,2.61,4.45,35.35,91.4,33.74,3.41,44.62,51.97,40.99,22.88,36.13,42.96,19.19,18.31,19.55,21.99,73.6,36.17,78.86,47.25,77.65,0.93,0.55,1.04,0.83,0.73,18.57
Punjab,Nankana Sahib,2010,32.0,98.23,10.47,37.46,20.63,97.77,84.05,53.32,76.2,6.11,0.42,88.88,3.08,3.08,21.04,85.9,19.73,3.53,47.86,47.09,35.37,23.7,40.92,40.73,19.67,19.53,20.07,19.95,73.71,37.94,77.44,47.53,73.85,0.85,0.65,0.95,1.0,0.95,20.5
Punjab,Nankana Sahib,2012,25.0,99.14,8.99,11.47,11.94,97.2,89.22,57.81,79.48,5.86,0.41,87.33,3.0,3.0,86.94,89.57,79.24,3.43,43.84,42.85,30.22,22.52,47.26,42.4,26.84,17.05,13.7,15.79,73.92,44.06,78.89,47.59,78.69,0.87,0.66,0.99,0.81,0.92,23.13
Punjab,Nankana Sahib,2014,22.0,88.88,6.35,48.99,12.36,97.1,93.62,72.43,92.02,5.77,0.4,87.19,4.85,5.16,58.84,95.6,58.45,3.44,42.9,43.98,34.8,26.41,38.79,43.98,20.77,21.81,12.82,13.32,76.82,39.03,79.47,54.83,75.09,0.91,0.65,0.92,0.98,0.98,28.15
Punjab,Narowal,2004,53.0,99.9,16.71,41.12,55.0,98.6,3.72,35.97,57.62,6.62,0.47,98.45,1.03,0.52,44.9,95.64,44.08,3.6,49.12,45.55,46.29,20.23,33.48,25.59,25.46,23.86,25.1,28.47,86.78,35.91,77.13,37.49,72.44,0.83,0.47,0.83,1.02,0.76,12.78
Punjab,Narowal,2006,49.0,99.53,19.28,36.93,53.36,98.44,40.25,24.66,58.43,6.66,0.49,97.12,1.58,1.29,46.4,92.38,44.98,3.74,52.57,43.96,43.09,15.96,40.95,33.52,17.78,23.81,24.89,18.96,91.35,36.89,73.19,35.04,81.27,0.81,0.51,0.91,1.0,0.77,13.84
Punjab,Narowal,2008,41.0,99.44,5.61,54.6,45.02,99.13,70.44,41.5,63.75,6.72,0.47,97.38,1.1,1.52,48.87,96.25,48.52,3.52,46.44,40.81,47.73,13.32,38.94,21.64,24.11,28.64,25.61,16.45,85.45,43.47,81.95,44.94,84.63,0.89,0.52,0.98,0.95,0.85,13.03
Punjab,Narowal,2010,31.0,98.9,4.23,47.8,29.33,99.82,85.15,38.67,56.31,6.76,0.49,98.07,1.07,1.07,40.92,97.37,40.76,3.52,48.05,40.36,42.24,17.95,39.81,29.42,20.37,28.26,21.94,13.14,84.4,41.32,78.09,44.38,87.08,0.89,0.55,1.01,1.0,0.83,14.17
Punjab,Narowal,2012,25.0,99.94,8.19,77.97,18.1,99.63,92.94,25.43,45.84,6.6,0.49,95.88,1.16,1.4,70.68,96.28,69.77,3.56,46.37,44.32,51.54,19.67,28.79,22.76,21.69,30.24,25.31,18.09,81.39,47.56,86.76,46.3,85.73,0.94,0.66,1.0,1.11,0.97,13.08
Punjab,Narowal,2014,21.0,99.81,8.59,72.94,17.87,99.42,95.22,39.28,71.58,6.56,0.46,94.39,3.99,4.15,68.91,98.47,68.51,3.4,46.36,37.68,44.56,17.01,38.43,27.68,24.41,29.4,18.21,11.34,82.03,48.29,90.1,52.94,89.85,0.98,0.63,1.03,1.04,1.15,17.52
Punjab,Okara,2004,56.0,98.08,15.25,30.51,55.36,83.94,3.46,46.23,68.29,6.13,0.44,89.86,2.6,7.54,45.21,72.45,41.64,4.04,57.56,55.99,57.06,12.74,30.19,29.87,18.68,18.78,32.67,32.85,64.64,26.76,56.05,28.19,52.52,0.7,0.43,0.66,0.75,0.78,21.38
Punjab,Okara,2006,55.0,97.81,15.5,31.55,49.81,85.81,19.89,52.75,78.23,5.83,0.44,83.07,2.62,14.31,44.42,72.57,42.5,3.97,54.36,57.92,57.93,10.9,31.17,30.07,19.54,18.95,31.44,39.79,64.55,29.66,59.0,30.43,56.04,0.79,0.41,0.8,0.88,0.64,22.49
Punjab,Okara,2008,45.0,98.88,6.98,35.06,32.61,95.01,64.36,56.86,77.39,6.03,0.44,87.21,3.19,9.59,62.89,78.86,60.0,3.74,52.05,59.0,57.21,12.23,30.56,32.83,16.25,17.7,33.23,37.23,77.72,37.44,61.7,37.84,63.57,0.78,0.46,0.79,0.95,0.9,23.21
Punjab,Okara,2010,36.0,99.84,12.87,39.73,29.91,96.69,76.68,66.75,80.37,5.96,0.43,85.36,2.22,2.39,24.76,85.32,24.54,3.82,52.32,58.92,55.58,14.51,29.92,33.3,14.3,20.01,32.39,32.97,74.8,30.89,65.72,35.72,62.75,0.7,0.44,0.74,0.96,0.83,14.89
Punjab,Okara,2012,29.0,99.87,11.13,43.81,19.03,97.25,89.97,81.19,85.04,5.77,0.43,87.73,2.86,3.03,83.85,89.35,79.63,3.65,52.14,58.65,60.6,12.58,26.81,34.08,18.32,17.81,29.79,31.27,80.16,35.16,69.76,39.86,71.74,0.8,0.49,0.9,0.97,0.81,22.89
Punjab,Okara,2014,28.0,99.78,9.32,38.9,18.07,98.58,93.19,67.16,87.6,5.77,0.43,83.83,3.76,4.95,80.31,91.9,77.34,3.97,53.81,56.41,55.46,13.91,30.63,36.09,18.18,19.94,24.82,30.15,80.92,32.71,67.32,41.09,62.65,0.83,0.57,0.86,0.93,0.98,26.82
Punjab,Pakpattan,2004,57.0,97.04,14.16,35.99,48.53,79.54,2.95,54.06,64.57,6.15,0.43,89.48,2.38,8.14,51.23,64.5,43.77,4.01,55.61,55.28,64.34,7.7,27.96,34.55,17.74,20.67,27.05,37.27,58.21,19.72,61.75,28.25,56.84,0.61,0.37,0.71,0.81,0.58,15.92
Punjab,Pakpattan,2006,53.0,98.67,11.33,41.43,46.71,89.34,27.4,58.51,80.76,5.88,0.41,89.38,1.76,8.86,55.68,66.81,49.07,3.72,52.67,61.09,56.48,8.66,34.87,39.53,15.96,18.19,26.33,43.91,67.57,26.3,61.45,32.87,55.99,0.64,0.35,0.79,0.94,0.9,14.15
Punjab,Pakpattan,2008,49.0,98.85,10.58,30.5,44.27,95.48,53.72,50.9,64.9,5.97,0.43,91.1,2.26,6.64,59.1,66.94,52.35,3.86,56.18,61.82,62.91,8.9,28.19,35.63,16.61,19.35,28.41,44.58,70.75,25.05,58.68,32.93,56.23,0.69,0.35,0.76,0.88,0.8,14.57
Punjab,Pakpattan,2010,40.0,94.87,10.1,35.89,44.75,95.18,74.04,51.32,65.26,5.91,0.41,80.32,3.35,4.38,12.02,66.05,10.8,4.17,58.67,68.84,63.06,12.4,24.54,36.46,13.49,17.3,32.75,44.4,70.29,24.32,58.18,31.23,58.27,0.65,0.38,0.78,0.89,0.66,15.33
Punjab,Pakpattan,2012,34.0,98.87,11.88,31.39,35.27,96.75,88.63,70.07,81.59,5.79,0.43,81.62,1.81,1.91,76.39,73.59,62.78,3.8,52.24,60.35,60.63,14.75,24.62,37.68,14.73,20.7,26.89,31.28,69.47,29.87,66.55,40.07,68.05,0.74,0.44,0.94,0.87,0.62,14.41
Punjab,Pakpattan,2014,30.0,99.37,15.45,35.53,27.63,96.19,92.75,89.04,81.86,5.67,0.42,90.74,1.7,1.95,82.37,85.21,76.41,3.72,48.19,63.19,63.0,13.45,23.55,35.06,14.9,18.67,29.85,46.05,72.74,30.06,64.51,38.33,63.31,0.78,0.43,0.91,0.84,0.67,14.94
Punjab,Rahim Yar Khan,2004,62.0,99.43,16.14,38.35,47.31,74.37,4.89,25.98,50.76,7.11,0.47,89.74,2.3,7.96,68.96,64.84,57.75,4.47,63.53,60.92,56.32,11.13,32.55,41.02,17.36,17.31,24.3,42.35,48.68,19.28,50.92,30.42,43.99,0.69,0.36,0.93,0.83,0.8,19.34
Punjab,Rahim Yar Khan,2006,63.0,97.39,12.28,35.74,49.95,76.7,34.59,15.76,45.9,7.12,0.47,90.92,2.03,7.05,76.41,65.34,59.64,4.55,64.67,54.3,55.61,13.84,30.55,35.86,18.38,22.61,23.15,40.0,51.56,17.64,47.19,28.53,41.78,0.53,0.31,0.59,0.84,0.72,17.71
Punjab,Rahim Yar Khan,2008,55.0,96.73,8.38,50.14,39.27,85.3,54.94,18.9,63.29,6.97,0.46,87.06,2.23,10.7,58.17,64.13,49.0,4.62,66.24,56.85,56.74,11.37,31.85,34.42,16.21,18.23,31.15,36.49,51.06,22.71,52.1,31.27,51.14,0.69,0.4,0.71,0.79,1.12,21.38
Punjab,Rahim Yar Khan,2010,46.0,92.94,11.39,53.64,37.26,88.71,76.64,28.25,70.18,6.74,0.44,91.32,3.41,3.86,4.21,70.38,4.16,4.26,58.86,65.09,65.85,9.74,24.42,30.01,11.21,19.1,39.68,42.97,52.11,25.88,56.04,35.13,53.89,0.78,0.42,0.9,0.91,1.04,21.84
Punjab,Rahim Yar Khan,2012,43.0,96.02,11.97,56.77,32.19,89.28,88.28,31.71,62.79,6.9,0.44,89.81,3.58,4.39,84.85,74.66,71.15,4.64,65.76,60.95,55.03,15.46,29.51,35.94,16.79,20.5,26.76,39.2,49.44,22.65,54.79,35.06,51.23,0.72,0.44,0.81,0.91,0.97,20.2
Punjab,Rahim Yar Khan,2014,39.0,95.57,4.2,60.68,33.26,91.09,90.1,30.16,59.09,6.92,0.43,93.08,2.71,2.92,88.25,79.51,77.31,4.4,63.34,61.27,59.49,15.03,25.47,36.42,14.03,23.62,25.6,44.88,49.69,22.83,53.48,36.24,47.41,0.69,0.43,0.75,0.86,0.61,17.77
Punjab,Rajanpur,2004,64.0,89.85,30.55,29.52,52.66,67.75,3.83,32.85,60.71,7.37,0.49,96.02,0.91,3.07,18.25,38.75,14.31,4.61,65.29,58.91,61.12,8.39,30.5,20.11,17.16,23.86,38.86,40.77,54.34,30.98,49.02,25.76,42.39,0.52,0.3,0.56,0.79,0.53,13.41
Punjab,Rajanpur,2006,66.0,90.31,17.24,14.36,68.8,53.86,27.98,32.69,48.94,7.63,0.48,97.11,1.71,1.18,22.2,34.8,13.16,4.49,65.97,73.37,73.97,4.47,21.56,12.82,11.56,22.03,53.6,56.44,50.47,20.92,39.5,19.82,39.79,0.47,0.2,0.6,0.57,0.49,10.72
Punjab,Rajanpur,2008,67.0,80.73,7.95,9.88,72.66,56.13,39.47,18.92,43.78,7.07,0.46,96.2,1.61,2.19,18.95,37.98,17.15,4.38,62.43,67.15,77.62,6.19,16.19,12.76,8.68,29.59,48.97,59.3,49.13,11.67,34.23,16.66,32.59,0.5,0.24,0.72,0.76,0.6,10.42
Punjab,Rajanpur,2010,55.0,87.01,22.09,25.41,66.88,61.0,78.41,16.16,37.54,6.66,0.52,97.8,0.77,0.86,18.18,36.49,17.37,4.02,56.98,65.04,75.94,7.06,17.0,19.02,9.35,32.92,38.72,47.9,52.59,13.22,45.54,23.27,37.63,0.58,0.27,0.95,1.01,0.7,12.34
Punjab,Rajanpur,2012,49.0,84.99,11.68,37.55,41.39,73.26,90.87,30.87,63.4,7.05,0.49,95.29,1.45,1.45,36.99,44.37,33.18,4.68,69.97,60.13,64.7,10.38,24.92,20.43,14.37,26.52,38.68,41.76,51.22,19.99,47.56,25.09,46.54,0.69,0.27,0.71,0.91,1.15,13.92
Punjab,Rajanpur,2014,41.0,83.99,11.96,46.89,47.42,74.36,91.19,29.14,60.52,7.12,0.46,95.85,1.51,1.51,54.98,54.41,47.76,4.3,61.81,68.82,74.29,8.58,17.13,16.24,9.79,24.46,49.31,49.32,52.43,26.06,48.96,25.45,48.74,0.64,0.28,0.82,0.84,0.9,16.49
Punjab,Rawalpindi,2004,33.0,74.37,55.54,57.44,20.65,93.16,21.22,58.51,78.7,6.2,0.38,78.49,13.41,8.09,78.56,93.64,77.12,2.85,32.54,38.6,13.94,13.89,72.17,55.16,25.83,7.88,11.14,10.4,80.58,44.74,88.28,63.26,85.39,0.91,0.59,0.95,0.97,0.97,48.49
Punjab,Rawalpindi,2006,22.0,88.59,62.83,71.81,11.69,98.61,66.45,60.4,90.5,5.93,0.36,74.62,17.34,8.04,91.98,97.88,91.28,2.6,25.91,39.29,15.49,11.78,72.73,54.29,26.09,9.21,10.41,9.04,86.26,52.2,91.84,69.12,84.71,0.93,0.69,0.95,1.03,1.17,55.53
Punjab,Rawalpindi,2008,16.0,89.26,63.69,79.01,9.1,98.75,86.53,56.91,92.31,5.89,0.35,76.91,16.52,6.57,92.19,94.48,89.21,2.56,24.02,40.03,12.89,15.99,71.12,52.81,27.72,7.0,12.46,8.56,85.11,51.19,92.09,68.38,89.28,0.96,0.66,1.03,0.95,1.16,54.3
Punjab,Rawalpindi,2010,18.0,77.8,50.51,79.81,10.05,98.62,93.48,56.67,82.82,5.84,0.36,74.54,15.4,20.07,71.46,95.51,70.29,2.63,24.7,39.92,15.99,18.31,65.69,57.88,23.81,8.37,9.94,6.47,85.09,54.86,90.85,69.14,87.81,0.96,0.69,0.99,0.98,1.12,49.18
Punjab,Rawalpindi,2012,15.0,84.51,47.31,83.71,5.54,97.48,96.63,74.54,95.6,6.05,0.37,70.45,18.24,24.39,94.58,97.44,92.41,2.58,25.12,39.95,12.78,23.65,63.57,62.44,21.64,8.22,7.7,8.17,86.62,58.74,93.73,74.06,89.66,0.99,0.71,0.96,0.96,1.13,52.91
Punjab,Rawalpindi,2014,11.0,88.73,32.62,79.38,5.02,98.29,98.34,80.35,87.91,5.7,0.35,68.7,19.9,23.17,94.44,98.22,93.46,2.74,28.86,39.02,11.13,22.38,66.49,64.95,20.89,8.09,5.37,5.04,77.88,53.3,93.64,75.23,88.13,0.97,0.73,1.02,1.05,1.5,50.9
Punjab,Sahiwal,2004,50.0,98.28,17.15,38.24,33.73,88.6,6.24,58.45,68.42,6.31,0.44,89.93,2.99,7.07,56.56,80.65,53.74,3.61,47.66,53.68,52.65,10.57,36.78,35.5,17.54,19.04,27.92,36.35,62.93,28.63,69.18,38.87,64.26,0.8,0.5,0.82,0.9,0.75,18.11
Punjab,Sahiwal,2006,49.0,98.89,15.47,54.87,30.14,91.05,29.49,49.52,82.03,6.25,0.4,88.49,2.19,9.31,60.16,87.72,58.64,3.76,52.64,55.24,54.23,13.36,32.41,36.28,18.05,17.4,28.27,33.05,72.47,34.63,65.25,39.78,59.38,0.82,0.47,0.88,0.92,0.88,15.78
Punjab,Sahiwal,2008,45.0,98.67,11.13,29.98,33.96,94.04,56.04,46.35,86.48,6.12,0.39,89.69,3.87,6.44,70.2,84.09,66.51,3.67,48.61,57.16,59.8,9.61,30.58,32.1,15.2,21.27,31.42,35.69,71.49,35.58,64.61,37.92,63.93,0.8,0.48,0.93,0.91,0.5,16.42
Punjab,Sahiwal,2010,32.0,99.46,13.6,43.59,25.45,94.6,76.39,54.97,82.93,6.31,0.4,91.97,2.87,3.01,11.76,88.33,11.58,3.53,46.04,60.67,58.04,13.3,28.66,36.55,12.87,19.94,30.64,30.46,72.69,36.41,70.43,44.72,66.1,0.93,0.57,0.83,0.9,0.85,15.98
Punjab,Sahiwal,2012,28.0,99.65,12.12,51.49,24.73,94.33,90.05,82.07,81.92,5.77,0.4,89.41,3.68,3.95,85.62,90.81,80.6,3.43,43.65,59.75,55.67,13.76,30.57,38.18,17.6,19.94,24.28,34.02,71.08,32.72,75.42,44.83,73.25,0.88,0.54,0.87,0.92,0.89,16.16
Punjab,Sahiwal,2014,25.0,99.91,6.77,54.58,20.36,95.18,94.32,90.96,94.84,5.91,0.39,85.19,3.79,5.59,92.95,96.31,91.78,3.33,45.67,55.73,53.21,15.88,30.91,34.54,19.71,17.2,27.56,27.15,73.38,35.5,71.62,46.95,70.83,0.83,0.62,0.96,0.91,0.69,18.87
Punjab,Sargodha,2004,51.0,98.68,19.5,43.03,35.86,94.79,4.86,36.93,69.03,6.55,0.44,92.23,3.01,4.76,23.36,86.12,22.01,3.6,48.95,39.97,30.64,8.26,61.1,45.26,21.42,16.81,16.51,16.2,68.03,29.22,67.9,39.7,58.56,0.76,0.42,0.87,0.97,0.91,24.47
