年度,科目,題號,題目
107,自然,43,43.圖(三十三)為小芸作凸透鏡成像觀察的實驗裝置圖，凸透鏡的焦距為10cm。她將原本擺放在甲區的蠟燭，移至丙區的位置，若她想觀察移動位置後蠟燭所成的像，則以下列哪一個方式進行最可能達成目的？(A)將紙屏移動至丁區，找尋蠟燭所成的像(B)將紙屏移動至己區，找尋蠟燭所成的像圖(三十三)(C)將紙屏移動至甲區或乙區，找尋蠟燭所成的像(D)移除紙屏，由丁區、戊區或己區以眼睛透過透鏡觀察蠟燭所成的像
107,自然,44,44.東太平洋赤道附近的祕魯漁民，因應表層海水溫度的變化，發展出不同時間區段的不同生活型態，如圖(三十四)與圖(三十五)所示。圖(三十四)圖(三十五)根據漫畫中的內容判斷，下列關於二者海水溫度變化的敘述，何者正確？(A)圖(三十四)的沿岸湧升流增強，導致表層海水溫度上升(B)圖(三十四)的沿岸湧升流減弱，導致表層海水溫度下降(C)圖(三十五)的沿岸湧升流增強，導致表層海水溫度下降(D)圖(三十五)的沿岸湧升流減弱，導致表層海水溫度上升
107,自然,45,45.甲、乙、丙三地位於同一條筆直的道路上，且乙地位於甲、丙之間，甲、乙二地的距離為S，乙、丙二地的距離為S。小明沿著道路由甲地出發經乙地到達12丙地後再折返回乙地，其路線即甲→乙→丙→乙，已知此過程小明的平均速度大小為每小時3公里，平均速率為每小時15公里，則S：S為下列何者？12(A)1：1(B)1：2(C)1：4(D)1：5
107,自然,46,46.將種有植株的兩相同盆栽，分別放在甲、乙兩個獨立的黑暗房間內，且將光源擺放在不同位置照射植株，經一段時間後，其生長狀況如圖(三十六)所示。若此時把光源移開，再經一段時間後，觀察莖的生長方向。若圖(三十七)為預測莖生長方向的示意圖，則下列有關甲、乙兩處的莖生長之敘述，何者最合理？(cid:727)(cid:727)(cid:727)圖(三十六)圖(三十七)(A)兩處的莖皆如生長(B)兩處的莖皆如生長(C)甲處的莖如生長；乙處的莖如生長(D)甲處的莖如生長；乙處的莖如生長
107,自然,47,47.某一性狀由體染色體上的一對等位基因所控制，A為顯性，a為隱性。今有一對夫妻此性狀的基因型皆為Aa，在不考慮突變的情況下，他們小孩的此種性狀可能會有幾種表現型？(A)1(B)2(C)3(D)4
107,自然,48,48.曉萱進行滲透作用的實驗，其步驟和說明如圖(三十八)所示：甲、乙和丙為三種不同濃度的蔗糖水溶液。將丙小袋分別放入甲、甲杯：體積莫耳濃度0.5M，乙二杯水溶液中，觀察乙杯：重量百分濃度0.5%，變化並記錄結果。丙小袋×2：以薄膜製成的小袋，袋內裝有相同但未知濃度的蔗糖水溶液。圖(三十八)已知水可以自由進出丙小袋的薄膜而蔗糖不行，結果其中一杯內的小袋保持原形狀且體積幾乎不變，另一杯內的小袋形狀萎縮且體積變小。若各溶液的密度均約為1g/cm3，則步驟一中甲、乙和丙三種溶液濃度的關係，應為下列何者？(1莫耳的蔗糖質量為342g)(A)乙最小，甲與丙相近(B)乙最大，甲與丙相近(C)甲最小，乙與丙相近(D)甲最大，乙與丙相近
107,自然,49,49.根據本文，推測下列何者最可能為偏側蛇蟲草菌與螞蟻間的關係？(A)寄生(B)合作(C)競爭空間(D)競爭食物
107,自然,50,50.根據本文，推測偏側蛇蟲草菌與下列何者的親緣關係最接近？(A)蕨類(B)藍綠菌(C)酵母菌(D)節肢動物
107,自然,51,51.已知阿勝的計算方式為燈具共300盞，每天皆使用10小時，一個月使用30天來計算，且他的計算結果無誤，則根據他計算的結果來推論，工廠裡的燈具將由何種白熾燈更換為哪一種較省電燈具？(A)將40W的白熾燈改為7W的LED燈泡(B)將40W的白熾燈改為10W的省電燈泡(C)將60W的白熾燈改為9W的LED燈泡(D)將60W的白熾燈改為13W的省電燈泡
107,自然,52,52.根據阿勝的計算，更換300盞白熾燈後，相當於一個月約減少排放多少數量的CO分子？(C和O的原子量分別為12和16)214471447000(A)×6×1023個CO分子(B)×6×1023個CO分子44244214471447000(C)×6×1023莫耳的CO分子(D)×6×1023莫耳的CO分子
107,自然,53,53.根據表(四)，下列敘述何者正確？(A)不管外界氣溫與溼度如何變化，體感溫度都會比當時的氣溫還高(B)不管氣溫如何變化，當溼度為100%，酷熱指數皆屬極度危險等級(C)當氣溫為30℃且溼度超過50%時，體感溫度都會比當時的氣溫高(D)當氣溫為31℃且溼度很高時，酷熱指數可能會達到極度危險等級
107,自然,54,54.關於文中畫有雙底線處所提到的現象，下列敘述何者正確？(A)為吸熱的變化，水分子內的原子會重新排列(B)為吸熱的變化，水分子內的原子不會重新排列(C)為放熱的變化，水分子內的原子會重新排列(D)為放熱的變化，水分子內的原子不會重新排列
108,國文,1,1.「『饕餮』是一種古代怪獸，在生物圖鑑與動物園裡找不到，牠和蛟龍、鳳凰一樣，都是虛構的動物，□存在文化裡，□□活靈活現，□□有鮮明的圖樣形象，□繁殖出豐富的語意象徵。」根據文意脈絡，空格處依序填入下列何者最恰當？(A)雖／竟然／除了／卻(B)但／可是／僅僅／也(C)乃／尚且／居然／與(D)只／但卻／不只／還
108,國文,2,2.英國詩人赫巴德說：「彼此無所求的朋友，才可能是真正的朋友。」這句話的涵義與下列何者最接近？(A)交往若帶有目的，就不是真正的友誼(B)在朋友困難時伸出援手，才能得到回報(C)想獲得朋友，須自己先成為值得結交的人(D)人生有許多事不能獨自完成，可知友誼的重要
108,國文,3,3.一則符合報導原則的新聞，應避免記者個人主觀的推論與判斷。下列選項何者符合上述的報導原則？(A)某卡通玩偶流行全臺，可見民眾都具有赤子之心(B)所有砂石車司機都是惡意的肇事者，政府應嚴加取締(C)某民代選前造勢晚會，聚集數萬群眾，聲勢浩大，勝券在握(D)醫生提出警告，這一波腸病毒可能導致孩童死亡，民眾須有所防範
108,國文,4,4.「常常我們只記得結果的不完美，卻忘記收穫滿滿的過程。就像吹泡泡，其實不需要太在意泡泡不免會破掉。」這句話的涵義與下列何者最接近？(A)真正完美的結果是不可期待的(B)無論過程或結果都應力求圓滿(C)過程中的收穫比結果是否完美重要(D)收穫滿滿的過程有助於結果的完美
108,國文,5,5.兩軍交戰時，有一種策略是「先轉移敵人目標，使他們疏於防範，然後乘其不意，攻其不備，取得勝利」。這種策略最適合用下列哪一個成語來形容？(A)拋磚引玉(B)裡應外合(C)趁火打劫(D)聲東擊西
108,國文,6,6.「漢朝刺史巡視的要點有六：一看地方豪強是否恃強凌弱，二看郡守、公侯是否損公肥私，三看高官辦案是否草菅人命，四看官員是否任人唯親，五看高官子弟是否仗勢欺人，六看官員是否勾結地方豪強、牟取不法利益。」根據這段文字，漢朝刺史的職責最可能是下列何者？(A)訪察並薦舉優秀人才(B)宣揚朝廷政策與命令(C)反映地方民情與百姓需求(D)督察各級高官與地方豪強
108,國文,7,7.下列詞語「」中的字，何者讀音正確？(A)春寒料「峭」：ㄑㄧㄠˋ(B)「湛」藍天空：ㄔㄣˊ(C)一掃陰「霾」：ㄌㄧˊ(D)胼手「胝」足：ㄉㄧˇ
108,國文,8,8.「暇時引讀瑤篇，座前見水華木翠。夜裡趣摘章句，紙上有月白風清。」這段文字主要在描寫下列何種意趣？(A)跋涉山水，遍覽自然風光(B)閒暇遊逛園林，聆賞天籟之趣(C)開卷吟誦，書中自有雋雅美景(D)揮毫點染，筆下有無限清風明月
108,國文,9,9.下列文句的標點符號，何者使用最恰當？(A)小弟弟聰明伶俐，富有好奇心，什麼事都非要打破沙鍋問到底不可？(B)我不是跟你說過嗎？要得到好成績，不用功是不行的。為何你總是置若罔聞？(C)對於這項工作，一來，我沒有這份才能、再來，也沒有時間，只好敬謝不敏了。(D)文明的現代：戰爭仍然層出不窮，不禁令人懷疑――歷史是前進的，抑或倒
108,國文,10,10.下列文句，何者詞語使用最恰當？(A)他的書法遒勁，力透紙背，真不愧為當代名家(B)強震過後餘震不斷，許多人宵衣旰食不敢入睡(C)飲食宜節制，不可吃軟不吃硬，以免消化不良(D)百貨公司週年慶總是萬頭攢動，令人捉襟見肘
108,國文,12,12.「巴提族人群居在巴基斯坦北部最險惡的高山河谷，六百年前來自西藏。原先信奉的佛教在途中漸被拭去，取而代之的是嚴峻的伊斯蘭教什葉派，但仍保有原有的語言。他們體型瘦小、耐力驚人，具有生存在鮮有人造訪的高海拔地區的卓越能力，這些都不免讓人聯想起巴提族在東邊的遠親――尼泊爾的雪巴族。不過巴提人的其他特質，例如對外人的沉默懷疑以及毫不妥協的宗教信仰，則迥異於信奉佛教的雪巴人。」根據這段文句，下列何者最可能是巴提族和雪巴族都具有的特色？(A)信奉嚴峻的伊斯蘭教什葉派(B)住在巴基斯坦北部高山地區(C)對外人沉默懷疑、毫不妥協(D)體型瘦小，且有驚人的耐力
108,國文,13,13.下列文句，何者用字完全正確？(A)未來充滿變數，生活總是戰戰競競(B)能受到民眾愛載，全因為他的魅力(C)事情發展如此詭譎，讓人忐忑不安(D)聽到這個噩號，令我不知如何是好
108,國文,14,14.有位作家曾說：「現代的年輕人都不會寫作，他們寫的小說千篇一律都是『兩個面貌模糊的人，在一個空曠的地方對話』。」根據這段文字，現代年輕人寫小說的缺點，不包含下列何者？(A)寫作手法過於單調(B)均以第一人稱的觀點表述(C)小說人物缺乏性格及特色(D)欠缺場景的描繪與氣氛的營造
108,國文,15,15.「我向默默耕耘者學習等待，也向堅持不懈者學習勇敢；我從高傲的人身上學會了彎腰，也從奢靡的人身上學到了簡樸。」這段文句最能呼應《論語》中的哪一段話？(A)學而時習之，不亦說乎(B)人之過也，各於其黨。觀過，斯知仁矣(C)三人行，必有我師焉。擇其善者而從之，其不善者而改之(D)君子不重則不威，學則不固。主忠信。無友不如己者。過則勿憚改
108,國文,16,16.下列文句，何者有冗言贅字？(A)他向來喜歡在政論節目裡高談闊論(B)張伯伯樂善好施，在鄉里間傳為美談(C)小陳擅長能言善道，常幫朋友排解糾紛(D)證據顯示，他是這件縱火案的頭號嫌疑犯
108,國文,17,17.「若不撇開終是苦，各能捺住即成名。」關於這副對聯，下列說明何者正確？(A)上聯意謂人生苦短，應及時努力(B)下聯勉人要看破功名，隨遇而安(C)上、下聯的末字刻意不合平仄，以擴展意境(D)由「若」「苦」、「各」「名」的字形差異發想
108,國文,18,18.關於這則請柬，下列敘述何者正確？(A)「家嚴」應改為「令尊」(B)「聖誕」應改為「壽誕」(C)「桃樽」應改為「桃符」(D)「謹稟」應改為「叩首」
108,國文,19,19.「學書之法，初學分布，但求平正；既知平正，務追險絕；既能險絕，復歸平正。初謂未及，中則過之，後乃通會。」這段話的寫作用意，最可能是下列何者？(A)說明學習書法的不同階段與進境(B)強調練習書法時要有正確的心態(C)提醒常人不應追求艱難的書法技巧(D)指出書法的最高境界在於標新立異
108,國文,20,20.藍水溪是青水溪最大的支流，它有三條支流，最大支流瓦里蘭溪發源自初雲風景區，上、下游海拔落差達1500公尺，由東向西行，沿路形成乾坤峽谷等特殊景點，溪水來到日月鎮光明里，匯進藍水溪。另兩條支流皆發源於高土山北麓，在依蘇坪相匯。洛瑪颱風之後，沿瓦里蘭溪河谷，多處著名觀光景點被強大洪水更動了原貌，著名的乾坤峽谷也被沖毀變形。右圖顯示藍水溪及其支流的位置。根據上述文字，圖中甲～丁的標示何者正確？(A)甲：初雲風景區(B)乙：高土山(C)丙︰光明里(D)丁：依蘇坪
108,國文,21,21.下列選項「」中的字，何者字義前後相同？(A)人「微」言輕／出身寒「微」(B)洞「悉」真相／「悉」數帶回(C)茂林「修」竹／「修」築道路(D)探本「窮」源／一「窮」二白
108,國文,22,22.「諸葛武侯文采不豔，然其〈出師〉二表至今為學者膾炙，有志之士擊節讀之，有至於嗟嘆流涕者。六朝、隋、唐文人動輒百數十篇，穠華纖巧，極其雕飾，或卒無一語可傳。然則文之為文，豈必多且麗乎哉？」根據這段文字，下列何者最符合作者的觀點？(A)文章之優劣，取決於作者的學識修養與文采表現(B)寫作不宜過度雕章琢句，當以抒發情志、感動人心為佳(C)六朝文人多投注心力於雕飾辭藻，以致作品質精而量少(D)諸葛武侯文采不豔，唯〈出師〉二表典麗華美，膾炙人口
