序號,章,節,概念,次概念,考法,題組,題組題幹,題組圖1,題組圖2,題幹,題幹圖1,題幹圖2,選項A,選項B,選項C,選項D,圖A,圖B,圖C,圖D,出處,答案
157,03運輸,1植物的運輸,植物如何運輸,,,,,,,小慧在水中切取同一植物且粗細相同的兩枝條，使其長度相等，並將其中一枝條的葉片全部摘除，再分別插入裝有等體積紅色溶液的兩燒杯中，標示為甲、乙兩組，如圖(六)所示。靜置一段時間後，得知兩組的枝條內都有紅色溶液，一組上升5公分，另一組上升1公分。判斷紅色溶液上升5公分的組別及其枝條內出現紅色的主要部位，下列何者正確？,m0120,,甲；韌皮部,甲；木質部,乙；韌皮部,乙；木質部,,,,,100基本學測一,B
194,04協調,4植物感應,向性,預測生長結果,,,,,,小貞要研究環境因素對植物生長的影響。她在暗室內設立一個斜坡裝置，並將植株盆栽固定在斜坡上，再以燈泡連續照射，如圖(七)所示。若盆栽內土壤保持潮溼且養分充足，經一段時間後，此植株的生長情形與下列哪一個圖示最相似？,m0181,m0182,,,,,,,,,100基本學測一,D
224,05恆定,3水分恆定,水分維持恆定的方式,,圖表判讀,,,,,研究員在不同氣溫條件下，測量某受試者呼氣、尿液、汗液和糞便中的水分，利用這些數據計算此人平均每日失去的水分，如表(一)所示。根據此表，若受試者在測試期間生理現象皆正常穩定，且空氣中的溼度保持在固定的範圍內，則推測在氣溫7～的環境下，此受試者最可能發生下列何種現象？,m0207,,呼氣時不會失去水分,以汗液形式失去的水分較尿液少,以糞便形式失去的水分較尿液多,尿液和汗液所失去的水分都比炎熱時增加,,,,,100基本學測一,B
244,05恆定,3水分恆定,綜合性生理作用的比較,,,,,,,圖(二十三)為某些物質在生物體和環境之間流動的示意圖，甲、丙表示含碳物質進入生物體的相關生理作用，乙、丁表示水離開生物體的相關生理作用，根據此圖，下列有關甲、乙、丙、丁四種作用的推論，何者錯誤？,m0211,,甲可能為呼吸作用,乙可能為排泄作用,丙可能為光合作用,丁可能為蒸散作用,,,,,100基本學測一,A
264,06生殖,2無性生殖,遺傳差異,,,,,,,原栽種於甲盆中的蕨類植物因生長旺盛導致空間不足，於是取其部分植株(同時具有根、莖、葉)移植於乙盆中，在不考慮突變的情況下，生長於乙盆中的此植株之相關敘述，下列何者正確？,,,可結出果實,其染色體數目為甲盆中植株的一半,沒有維管束,其性狀的基因型和甲盆中植株相同,,,,,100基本學測一,D
335,08演化,1天擇與人擇,天擇的過程,解釋現象,,,,,,將蒼蠅養在甲、乙兩瓶中，甲瓶內有放捕蠅紙，乙瓶內沒放捕蠅紙，其餘實驗條件皆相同(培養基、有翅和無翅的蒼蠅皆等量、兩瓶皆以棉花塞住……等)。8天後，甲瓶內僅無翅的蒼蠅存活，捕蠅紙上皆是有翅的死蒼蠅，但乙瓶內有翅和無翅的蒼蠅皆存活，如圖(三)所示。下列對此實驗的解釋或推論，何者最合理？(培養基可提供蒼蠅所需的足量養分),m0250,,甲瓶的環境較不利於有翅的蒼蠅生存,乙瓶內有翅的蒼蠅能存活是因為發生突變,無翅的蒼蠅比有翅的蒼蠅更適合生存於乙瓶,此實驗可推論出若蒼蠅不常使用翅則翅會退化,,,,,100基本學測一,A
385,09分類,5動物界,動物界的特徵,,多種生物的比較,,,,,表(四)為四種動物的代號、外形示意圖及名稱，依照現行動物界的分類原則，將其分成兩組，下列的分組何者正確？(烏賊屬於軟體動物),m0296,,一組為甲、乙；另一組為丙、丁,一組為甲、丙；另一組為乙、丁,一組為甲、丙、丁；另一組為乙,一組為甲、乙、丙；另一組為丁,,,,,100基本學測一,B
407,10生態,1族群與群集,生態系的角色-從食物鏈判斷,,,,,,,若人類吃的牛肉來自於以玉米為飼料的牛，則在此食物鏈中，牛和人分別所扮演的角色依序為下列何者？(次級消費者，又稱二級消費者),,,生產者、初級消費者,生產者、次級消費者,分解者、次級消費者,初級消費者、次級消費者,,,,,100基本學測一,D
410,02養分,3光合作用,能進行光合作用的生物種類,,,,,,,圖(二)為某池塘生態環境中生物分布的示意圖，圖中哪一生物可用來合理推測太陽光會穿透到此池塘的底部？,m0105,,魚,蝦,水草,岸邊植物,,,,,100基本學測一,C
523,04協調,2內分泌系統,血糖調控,,,g0601,,,,在有關認識糖尿病的研究中，某研究員為了探討糖尿病形成的可能原因及相關物質的成分，利用一群條件相同的大白鼠，分成五組進行實驗，實驗中各組別的處理方式及結果如表(八)所示。根據實驗組別二，切除胰臟的大白鼠會出現糖尿病，其原因可能是大白鼠已無法分泌下列何者？,m0177,,胰臟的消化液,小腸的消化液,使血糖升高的物質,使血糖降低的物質,,,,,100基本學測一,D
524,02養分,2酵素,酵素的專一性,,,g0601,,,,在有關認識糖尿病的研究中，某研究員為了探討糖尿病形成的可能原因及相關物質的成分，利用一群條件相同的大白鼠，分成五組進行實驗，實驗中各組別的處理方式及結果如表(八)所示。由表分析得知，切除胰臟的大白鼠，會因注射的胰臟萃取液中缺少某物質而出現糖尿病，推測此物質的成分，下列何者最合理？,m0089,,不是澱粉，也不是蛋白質,可能是澱粉，但不是蛋白質,可能是蛋白質，但不是澱粉,可能是蛋白質，也可能是澱粉,,,,,100基本學測一,C
41,01生命世界,4生物體的組成層次,組成層次的類型,,,,,,,有關人類個體組成層次的敘述，下列何者正確？(系統，又稱器官系統),,,心臟包含肌肉組織,泌尿系統包含肝臟,一個個體為一個系統,神經組織包含肌肉細胞,,,,,100基本學測二,A
45,02養分,4消化系統,消化管的功能,,,,,,,附圖是某食物在人體不同消化器官中停留的時間。根據此圖，判斷此食物在接觸膽汁之前，最可能已存在消化管中幾小時？消化管，又稱消化道,m0109,,4,11,13,24,,,,,100基本學測二,A
80,02養分,2酵素,酵素的活性,,圖表判讀,,,,,在甲、乙、丙三支試管內加入等量且濃度相同的澱粉液，並依實驗設計分別加入等量的水、唾液、經酵素X作用後的唾液，充分搖勻再靜置於適宜的溫度下，1小時後加入本氏液，隔水加熱觀察顏色。將各試管所含的物質與結果整理如附表。根據此表判斷，酵素X最可能具有下列何種功能？,m0078,,分解澱粉,合成葡萄糖,分解唾液中的酵素,合成唾液中的酵素,,,,,100基本學測二,C
90,02養分,3光合作用,光合作用的過程,,光合作用與pH,,,,,甲、乙、丙、丁四瓶皆裝入pH值相同、不含微生物的等量礦泉水，其中乙、丁兩瓶含有水草。密封所有瓶口後，分成兩組，分別以照光或黑暗處理，如附表所示。已知水草在照光下，利用CO2的速率大於放出CO2的速率，若實驗處理後，水草皆能維持生存，則比較各瓶內水的pH值，下列敘述何者最合理？,m0095,,甲瓶的pH值較乙瓶大,甲、乙兩瓶的pH值皆變大,丙瓶的pH值較丁瓶大,丙、丁兩瓶的pH值皆變大,,,,,100基本學測二,C
142,03運輸,2循環系統,血液,血球的功能,,,,,,附表為阿宏健康檢查後血液報告的部分內容，表中除了列出阿宏體內三種血球數目的測量值外，也列出正常值。根據此表推測，阿宏的下列何種生理功能最可能出現問題？,m0142,,運輸養分,運輸氧氣,幫助血液凝固,抵抗細菌入侵,,,,,100基本學測二,D
153,03運輸,2循環系統,血液循環路徑,,,,,,,附圖為人體血液循環系統的示意圖，箭頭表示血液流動的方向，下列相關敘述，何者正確？,m0147,,甲為左心房,乙為右心房,丙為肺靜脈,丁為肺動脈,,,,,100基本學測二,C
240,05恆定,2氣體恆定,呼吸運動,呼吸運動的調控,,,,,,小華是健康的受試者，附圖是他在甲和乙兩種不同狀態下，每分鐘呼吸次數的比較。圖中甲和乙呼吸次數不同的原因，可能是小華處在乙狀態時，血液中的下列哪一種成分增加所造成？,m0206,,O2,N2,H2O,CO2,,,,,100基本學測二,D
306,07遺傳,1遺傳法則,計算與分析遺傳機率,,,,,,,甲、乙、丙、丁四個家庭的遺傳關係，如附圖所示。圖中□代表男性，○代表女性，空白者表示有美人尖的特徵，塗黑者表示無美人尖的特徵。若基因型為RR或Rr會表現出有美人尖，基因型為rr會表現出無美人尖，在不考慮突變的情況下，則下列哪一家庭中母親的基因型必定為Rr？,m0238,,甲,乙,丙,丁,,,,,100基本學測二,B
321,08演化,1天擇與人擇,天擇的過程,解釋現象,,,,,,科學家要研究某揮發性藥劑對老鼠生存及繁衍的影響，把同齡的50隻雄鼠和50隻未懷孕雌鼠，飼養在每天都可穩定釋出此藥劑的房間，連續100天記錄此房間內老鼠的存活個體數，並把所得的數據作成附圖。下列有關這些老鼠和此藥劑的相關推論，何者最合理？,m0248,,此藥劑造成老鼠無法生出子代,老鼠為了生存而對此藥劑產生抵抗力,此藥劑造成50隻未懷孕的雌鼠全數死亡,有些老鼠原本就對此藥劑具抵抗力且生出子代,,,,,100基本學測二,D
348,09分類,4植物界,植物的特徵,,多種生物的比較,,,,,小智將他所觀察的四種植物分成兩組，一組為地錢、土馬騌，另一組為筆筒樹、玉米。這種分組方式是根據下列哪一項植物的特徵？,,,是否會開花,是否有維管束,是否有種子產生,是否利用孢子繁殖,,,,,100基本學測二,B
428,10生態,2交互關係,判斷交互關係,,,,,,,小俊在野外觀察到生物乙附著在生物甲上，如附圖所示。經研究後發現，生物乙會直接吸取生物甲的有機養分且對生物甲的生長有害。這兩種生物的交互關係最可能為下列何者？,m0314,,捕食,競爭,寄生,合作,,,,,100基本學測二,C
447,10生態,3能量的流動,能量塔的分析,,,,,,,甲、乙及丙分別代表某食物鏈中的生產者、初級消費者及次級消費者，將此食物鏈繪製成能量的金字塔，如附圖所示。甲、乙及丙階層之間能量流動的相關敘述，下列何者正確？(次級消費者，又稱二級消費者),m0321,,能量由甲向上流動，丙所含的能量最多,能量由甲向上流動，甲所含的能量最多,能量由丙向下流動，丙所含的能量最多,能量由丙向下流動，甲所含的能量最多,,,,,100基本學測二,B
520,04協調,1神經系統,中樞與功能,,,g0401,,,,以下是小凱用插圖及文字描述某日上午所發生的事情及時間：附圖為人體中樞神經系統的構造示意圖。根據上列插圖的文字描述，小凱中樞神經系統中的甲部位與當天下列哪一時間的活動之關係最密切？,m0161,m0162,8：00,8：30,9：30,10：05,,,,,100基本學測二,C
521,04協調,2內分泌系統,內分泌功能,,,g0401,,,,以下是小凱用插圖及文字描述某日上午所發生的事情及時間：附圖為人體內分泌系統的部分構造示意圖。根據上列圖文，造成小凱在7：40的反應之主要激素是來自下列哪一內分泌腺？,m0170,m0171,甲,乙,丙,丁,,,,,100基本學測二,C
15,01生命世界,2動植物細胞的比較,粒線體與葉綠體,,粒線體,,,,,阿豪觀察到庭院中竹子的幼芽生長快速，若他推測細胞需要分解養分產生能量以供幼芽生長，則下列哪一細胞構造的功能和他的推測最直接相關？,,,細胞膜,細胞核,葉綠體,粒線體,,,,,101基本學測,D
76,02養分,2酵素,酵素綜合性問題,,,,,,,在人體消化管內的某種酵素能將脂質分解，下列有關此種酵素的敘述，何者正確？  (消化管，又稱消化道  ),,,也能分解蛋白質,主要成分是脂質,由血液運送至消化管,主要是在小腸中作用,,,,,101基本學測,D
133,03運輸,2循環系統,血管,血管的流向,,,,,,醫護人員在幫阿傑抽血前，先用橡皮軟管綁住他的手臂上端，如附圖所示。此時，橡皮軟管與手掌之間的部分靜脈會因此浮現而利於抽血，有關此時靜脈浮現的解釋，下列敘述何者最合理？,m0149,,血液流向手掌的途徑受阻，使靜脈血量增多,血液流向手掌的途徑受阻，使靜脈血量減少,血液流向心臟的途徑受阻，使靜脈血量增多,血液流向心臟的途徑受阻，使靜脈血量減少,,,,,101基本學測,C
167,04協調,1神經系統,神經傳遞路徑,,,,,,,小智、小明兩人玩猜拳遊戲，其過程為：小智看到小明出剪刀後，自己再迅速地出石頭。有關小智在此過程中的神經訊息傳導之敘述，下列何者正確？,,,出石頭是一種反射作用,出石頭的動作是由手決定,最先接受到刺激的是眼睛,整個過程是由腦幹所控制,,,,,101基本學測,C
195,04協調,4植物感應,向性,預測生長結果,,,,,,將幼苗和旋轉器放在一個具有可控制開口的不透光盒子內，如附圖所示。以不透光盒子的開口是否打開及旋轉器是否旋轉，作為不同的處理條件，若植物在下列四種處理條件下皆能持續生長，則經一段時間後，何者的幼苗會發生最明顯彎曲生長的現象？,m0183,,,,,6,m0184,m0185,m0186,,101基本學測,
206,05恆定,2氣體恆定,呼吸運動,呼吸運動的過程,,,,,,附圖所示為同一個人在用力吸氣和用力呼氣後，分別被拍攝的兩張胸部X光圖，圖中以白色虛線所圍的區域為肺的示意位置。有關判斷吸氣後閉氣不動所拍攝的X光圖及其理由，下列敘述何者正確？橫膈，又稱橫膈膜  ,m0203,,甲圖，因肺較小,乙圖，因肺較大,甲圖，因橫膈下降,乙圖，因橫膈上升,,,,,101基本學測,B
